year,mineral,country,is_rare_earth,end_use,mine_production_tonnes,production_share_pct,reserves_tonnes,years_of_reserves,refined_share_pct,price_usd_per_tonne,demand_growth_pct,export_control_active,hhi,top_country_share_pct,supply_risk_score,high_supply_risk,disruption,disruption_next_year
2023,Nickel,Russia,0,battery,652170.0,10.09,7863709.0,12.1,8.07,15600.0,18.5,0,0.2111,39.09,27.2,0,0,0.0
2024,Nickel,Russia,0,battery,836444.0,11.1,16435285.0,19.6,8.88,12600.0,22.4,0,0.2009,37.59,21.9,0,0,0.0
2025,Nickel,Russia,0,battery,991617.8,11.31,16329584.0,16.5,9.04,12000.0,11.2,0,0.1981,36.32,21.6,0,0,0.0
2026,Nickel,Russia,0,battery,1076683.1,11.09,33351992.0,31.0,8.87,12600.0,26.2,0,0.1924,35.26,23.0,0,0,
2015,Niobium,Brazil,0,alloy,58158.3,87.57,2093480.0,36.0,70.05,46764.69,5.9,0,0.8064,87.57,60.2,1,0,0.0
2016,Niobium,Brazil,0,alloy,57436.1,85.37,2820038.0,49.1,68.3,49485.03,10.6,0,0.7965,85.37,52.5,1,0,0.0
2017,Niobium,Brazil,0,alloy,60956.6,84.45,2926707.0,48.0,67.56,45547.2,12.8,0,0.7894,84.45,59.0,1,0,0.0
2018,Niobium,Brazil,0,alloy,67290.0,91.23,3905153.0,58.0,72.98,51439.92,9.7,0,0.7977,91.23,56.0,1,0,0.0
2019,Niobium,Brazil,0,alloy,71516.4,92.77,2928000.0,40.9,74.22,53601.07,3.4,0,0.8017,92.77,58.8,1,0,0.0
2020,Niobium,Brazil,0,alloy,65481.7,84.67,640774.0,9.8,67.74,53682.8,7.7,0,0.7896,84.67,68.5,1,0,0.0
2021,Niobium,Brazil,0,alloy,73042.1,89.89,787886.0,10.8,71.92,55387.8,3.8,0,0.8095,89.89,70.6,1,0,0.0
2022,Niobium,Brazil,0,alloy,71919.9,85.68,2029325.0,28.2,68.54,50029.07,4.5,0,0.7954,85.68,65.2,1,0,0.0
2023,Niobium,Brazil,0,alloy,85015.9,94.08,3187601.0,37.5,75.27,58905.11,11.9,0,0.8177,94.08,61.6,1,0,0.0
2024,Niobium,Brazil,0,alloy,84725.4,88.97,4568430.0,53.9,71.18,52375.35,4.1,0,0.798,88.97,62.8,1,0,0.0
2025,Niobium,Brazil,0,alloy,82636.6,85.47,4825188.0,58.4,68.38,63334.89,10.2,0,0.7906,85.47,56.9,1,0,0.0
2026,Niobium,Brazil,0,alloy,86122.7,89.09,3030077.0,35.2,71.27,57539.28,4.1,0,0.7988,89.09,61.6,1,0,
2015,Niobium,Canada,0,alloy,5678.0,8.55,190220.0,33.5,6.84,46764.69,8.0,0,0.8064,87.57,61.0,1,0,0.0
2016,Niobium,Canada,0,alloy,5936.4,8.82,168294.0,28.3,7.06,49485.03,3.3,0,0.7965,85.37,60.7,1,0,0.0
2017,Niobium,Canada,0,alloy,6652.9,9.22,69732.0,10.5,7.37,45547.2,2.7,0,0.7894,84.45,65.6,1,0,0.0
2018,Niobium,Canada,0,alloy,7096.9,9.62,408955.0,57.6,7.7,51439.92,10.5,0,0.7977,91.23,66.9,1,0,0.0
2019,Niobium,Canada,0,alloy,7232.4,9.38,216179.0,29.9,7.51,53601.07,6.1,0,0.8017,92.77,64.4,1,0,0.0
2020,Niobium,Canada,0,alloy,7163.2,9.26,241233.0,33.7,7.41,53682.8,6.3,0,0.7896,84.67,61.9,1,0,0.0
2021,Niobium,Canada,0,alloy,6812.5,8.38,120354.0,17.7,6.71,55387.8,7.2,0,0.8095,89.89,64.7,1,0,0.0
2022,Niobium,Canada,0,alloy,7537.4,8.98,220592.0,29.3,7.18,50029.07,3.4,0,0.7954,85.68,56.6,1,0,0.0
2023,Niobium,Canada,0,alloy,7604.0,8.42,428668.0,56.4,6.73,58905.11,7.9,0,0.8177,94.08,64.0,1,0,0.0
2024,Niobium,Canada,0,alloy,8774.3,9.21,351881.0,40.1,7.37,52375.35,1.4,0,0.798,88.97,66.3,1,0,0.0
2025,Niobium,Canada,0,alloy,9020.5,9.33,484044.0,53.7,7.46,63334.89,5.2,0,0.7906,85.47,65.3,1,0,0.0
2026,Niobium,Canada,0,alloy,8870.9,9.18,442958.0,49.9,7.34,57539.28,4.8,0,0.7988,89.09,70.8,1,0,
2015,Niobium,Nigeria,0,alloy,1246.7,1.88,41811.0,33.5,1.5,46764.69,0.6,0,0.8064,87.57,73.0,1,0,0.0
2016,Niobium,Nigeria,0,alloy,1345.5,2.0,37832.0,28.1,1.6,49485.03,3.0,0,0.7965,85.37,56.2,1,0,0.0
2017,Niobium,Nigeria,0,alloy,1420.5,1.97,40604.0,28.6,1.57,45547.2,4.0,0,0.7894,84.45,64.9,1,0,0.0
2018,Niobium,Nigeria,0,alloy,1389.7,1.88,62548.0,45.0,1.51,51439.92,7.2,0,0.7977,91.23,67.2,1,0,0.0
2019,Niobium,Nigeria,0,alloy,1550.0,2.01,13296.0,8.6,1.61,53601.07,9.8,0,0.8017,92.77,63.5,1,0,0.0
2020,Niobium,Nigeria,0,alloy,1511.5,1.95,53792.0,35.6,1.56,53682.8,6.2,0,0.7896,84.67,56.8,1,0,0.0
2021,Niobium,Nigeria,0,alloy,1707.1,2.1,81538.0,47.8,1.68,55387.8,5.5,0,0.8095,89.89,66.8,1,0,0.0
2022,Niobium,Nigeria,0,alloy,1648.5,1.96,89637.0,54.4,1.57,50029.07,2.7,0,0.7954,85.68,64.2,1,0,0.0
2023,Niobium,Nigeria,0,alloy,1792.5,1.98,34561.0,19.3,1.59,58905.11,6.5,0,0.8177,94.08,68.5,1,0,0.0
2024,Niobium,Nigeria,0,alloy,1874.8,1.97,63944.0,34.1,1.58,52375.35,7.6,0,0.798,88.97,73.0,1,0,0.0
2025,Niobium,Nigeria,0,alloy,1860.0,1.92,51878.0,27.9,1.54,63334.89,3.9,0,0.7906,85.47,63.2,1,0,0.0
2026,Niobium,Nigeria,0,alloy,1895.6,1.96,45505.0,24.0,1.57,57539.28,1.8,0,0.7988,89.09,62.1,1,0,
2015,Palladium,Canada,0,catalyst,20.1,9.36,605.0,30.1,7.49,24327954.02,2.4,0,0.3167,41.12,23.2,0,0,0.0
2016,Palladium,Canada,0,catalyst,20.3,9.49,806.0,39.8,7.59,26285420.93,8.1,0,0.3146,40.16,30.5,0,0,0.0
2017,Palladium,Canada,0,catalyst,20.0,8.68,895.0,44.8,6.94,24540157.21,9.0,0,0.3144,37.82,20.2,0,0,0.0
2018,Palladium,Canada,0,catalyst,23.5,9.61,963.0,41.0,7.69,27346899.03,11.5,0,0.307,38.1,17.5,0,0,0.0
2019,Palladium,Canada,0,catalyst,22.6,9.05,1241.0,54.9,7.24,28605534.73,7.2,0,0.3114,39.07,14.9,0,0,0.0
2020,Palladium,Canada,0,catalyst,24.5,9.16,1170.0,47.7,7.33,30987554.15,9.6,0,0.3152,39.91,13.5,0,0,0.0
2021,Palladium,Canada,0,catalyst,25.5,9.43,672.0,26.4,7.54,29114304.64,4.0,0,0.3157,41.8,25.6,0,0,0.0
2022,Palladium,Canada,0,catalyst,25.5,9.18,1000.0,39.2,7.34,33267077.7,10.1,0,0.3165,41.91,19.9,0,0,0.0
2023,Palladium,Canada,0,catalyst,26.0,9.05,442.0,17.0,7.24,30723774.37,1.6,0,0.3158,38.6,24.4,0,0,0.0
2024,Palladium,Canada,0,catalyst,26.3,9.0,451.0,17.2,7.2,29882364.02,5.1,0,0.3188,42.39,22.1,0,0,0.0
2025,Palladium,Canada,0,catalyst,28.1,8.93,953.0,34.0,7.14,32798116.79,6.9,0,0.3192,39.18,21.9,0,0,0.0
2026,Palladium,Canada,0,catalyst,27.7,8.65,1348.0,48.7,6.92,33875381.11,7.4,0,0.3197,40.54,20.2,0,0,
2015,Palladium,Russia,0,catalyst,88.3,41.12,4824.0,54.6,32.89,24327954.02,8.9,0,0.3167,41.12,33.6,0,0,0.0
2016,Palladium,Russia,0,catalyst,85.8,40.16,3905.0,45.5,32.13,26285420.93,4.4,0,0.3146,40.16,33.4,0,0,0.0
2017,Palladium,Russia,0,catalyst,87.1,37.82,2664.0,30.6,30.26,24540157.21,6.7,0,0.3144,37.82,26.5,0,0,0.0
2018,Palladium,Russia,0,catalyst,93.1,38.1,866.0,9.3,30.48,27346899.03,-0.1,0,0.307,38.1,34.9,0,0,0.0
2019,Palladium,Russia,0,catalyst,97.6,39.07,2756.0,28.2,31.25,28605534.73,8.0,0,0.3114,39.07,26.2,0,0,0.0
2020,Palladium,Russia,0,catalyst,106.8,39.91,5923.0,55.4,31.93,30987554.15,-1.7,0,0.3152,39.91,24.0,0,0,0.0
2021,Palladium,Russia,0,catalyst,112.9,41.8,2990.0,26.5,33.44,29114304.64,4.6,0,0.3157,41.8,36.8,0,0,0.0
2022,Palladium,Russia,0,catalyst,116.4,41.91,5073.0,43.6,33.53,33267077.7,2.8,0,0.3165,41.91,32.6,0,0,0.0
2023,Palladium,Russia,0,catalyst,107.3,37.4,1803.0,16.8,29.92,30723774.37,6.6,0,0.3158,38.6,31.4,0,0,0.0
2024,Palladium,Russia,0,catalyst,123.6,42.39,1795.0,14.5,33.91,29882364.02,6.5,0,0.3188,42.39,38.1,0,0,0.0
2025,Palladium,Russia,0,catalyst,123.2,39.18,3851.0,31.2,31.35,32798116.79,8.5,0,0.3192,39.18,37.6,0,0,0.0
2026,Palladium,Russia,0,catalyst,129.8,40.54,4370.0,33.7,32.43,33875381.11,-0.5,0,0.3197,40.54,35.7,0,0,
2015,Palladium,SouthAfrica,0,catalyst,84.1,39.18,1999.0,23.8,31.34,24327954.02,11.9,0,0.3167,41.12,17.6,0,0,0.0
2016,Palladium,SouthAfrica,0,catalyst,81.1,37.96,4058.0,50.0,30.36,26285420.93,6.4,0,0.3146,40.16,18.7,0,0,0.0
2017,Palladium,SouthAfrica,0,catalyst,86.8,37.69,3466.0,39.9,30.15,24540157.21,2.6,0,0.3144,37.82,23.4,0,0,0.0
2018,Palladium,SouthAfrica,0,catalyst,87.8,35.94,3064.0,34.9,28.75,27346899.03,2.7,0,0.307,38.1,23.6,0,0,0.0
2019,Palladium,SouthAfrica,0,catalyst,94.7,37.91,2839.0,30.0,30.33,28605534.73,6.8,0,0.3114,39.07,24.2,0,0,0.0
2020,Palladium,SouthAfrica,0,catalyst,97.7,36.52,1266.0,13.0,29.21,30987554.15,5.5,0,0.3152,39.91,25.1,0,0,0.0
2021,Palladium,SouthAfrica,0,catalyst,95.6,35.43,3613.0,37.8,28.34,29114304.64,6.6,0,0.3157,41.8,25.2,0,0,0.0
2022,Palladium,SouthAfrica,0,catalyst,95.8,34.47,2553.0,26.7,27.58,33267077.7,14.9,0,0.3165,41.91,20.2,0,0,0.0
2023,Palladium,SouthAfrica,0,catalyst,110.7,38.6,3195.0,28.8,30.88,30723774.37,6.3,0,0.3158,38.6,19.7,0,0,0.0
2024,Palladium,SouthAfrica,0,catalyst,105.4,36.13,3798.0,36.0,28.9,29882364.02,6.7,0,0.3188,42.39,17.9,0,0,0.0
2025,Palladium,SouthAfrica,0,catalyst,122.3,38.89,3394.0,27.8,31.11,32798116.79,3.6,0,0.3192,39.18,18.8,0,0,0.0
2026,Palladium,SouthAfrica,0,catalyst,118.0,36.86,4180.0,35.4,29.49,33875381.11,8.0,0,0.3197,40.54,26.7,0,0,
2015,Palladium,USA,0,catalyst,20.5,9.52,730.0,35.7,7.62,24327954.02,7.7,0,0.3167,41.12,20.7,0,0,0.0
2016,Palladium,USA,0,catalyst,18.8,8.82,385.0,20.4,7.05,26285420.93,7.5,0,0.3146,40.16,19.1,0,0,0.0
2017,Palladium,USA,0,catalyst,20.6,8.93,953.0,46.3,7.15,24540157.21,7.4,0,0.3144,37.82,19.3,0,0,0.0
2018,Palladium,USA,0,catalyst,23.1,9.44,1159.0,50.2,7.55,27346899.03,4.6,0,0.307,38.1,21.8,0,0,0.0
2019,Palladium,USA,0,catalyst,23.5,9.42,977.0,41.5,7.54,28605534.73,3.8,0,0.3114,39.07,22.9,0,0,0.0
2020,Palladium,USA,0,catalyst,24.1,9.0,263.0,10.9,7.2,30987554.15,9.2,0,0.3152,39.91,31.6,0,0,0.0
2021,Palladium,USA,0,catalyst,24.7,9.14,467.0,18.9,7.31,29114304.64,4.1,0,0.3157,41.8,18.7,0,0,0.0
2022,Palladium,USA,0,catalyst,26.0,9.36,415.0,16.0,7.49,33267077.7,6.4,0,0.3165,41.91,22.2,0,0,0.0
2023,Palladium,USA,0,catalyst,24.1,8.41,300.0,12.4,6.73,30723774.37,2.2,0,0.3158,38.6,22.4,0,0,0.0
2024,Palladium,USA,0,catalyst,27.4,9.38,423.0,15.4,7.5,29882364.02,4.1,0,0.3188,42.39,20.7,0,0,0.0
2025,Palladium,USA,0,catalyst,26.4,8.41,747.0,28.3,6.73,32798116.79,3.8,0,0.3192,39.18,24.5,0,0,0.0
2026,Palladium,USA,0,catalyst,27.8,8.69,1244.0,44.7,6.95,33875381.11,11.4,0,0.3197,40.54,27.9,0,0,
2015,Palladium,Zimbabwe,0,catalyst,10.4,4.85,219.0,21.0,3.88,24327954.02,2.9,0,0.3167,41.12,16.8,0,0,0.0
2016,Palladium,Zimbabwe,0,catalyst,11.1,5.19,184.0,16.6,4.15,26285420.93,4.8,0,0.3146,40.16,25.1,0,0,0.0
2017,Palladium,Zimbabwe,0,catalyst,11.7,5.07,616.0,52.8,4.06,24540157.21,2.6,0,0.3144,37.82,21.0,0,0,0.0
2018,Palladium,Zimbabwe,0,catalyst,12.0,4.92,699.0,58.1,3.94,27346899.03,6.2,0,0.307,38.1,29.6,0,0,0.0
2019,Palladium,Zimbabwe,0,catalyst,13.3,5.33,721.0,54.1,4.27,28605534.73,6.3,0,0.3114,39.07,21.4,0,0,0.0
2020,Palladium,Zimbabwe,0,catalyst,12.9,4.81,719.0,55.9,3.85,30987554.15,2.2,0,0.3152,39.91,25.9,0,0,0.0
2021,Palladium,Zimbabwe,0,catalyst,13.1,4.86,327.0,24.9,3.89,29114304.64,6.8,0,0.3157,41.8,21.5,0,0,0.0
2022,Palladium,Zimbabwe,0,catalyst,12.9,4.65,727.0,56.3,3.72,33267077.7,1.5,0,0.3165,41.91,18.9,0,0,0.0
2023,Palladium,Zimbabwe,0,catalyst,14.6,5.1,521.0,35.6,4.08,30723774.37,2.9,0,0.3158,38.6,30.7,0,0,0.0
2024,Palladium,Zimbabwe,0,catalyst,13.9,4.75,810.0,58.4,3.8,29882364.02,12.8,0,0.3188,42.39,26.2,0,0,0.0
2025,Palladium,Zimbabwe,0,catalyst,16.0,5.09,628.0,39.3,4.07,32798116.79,6.0,0,0.3192,39.18,28.9,0,0,0.0
2026,Palladium,Zimbabwe,0,catalyst,15.9,4.95,927.0,58.5,3.96,33875381.11,4.0,0,0.3197,40.54,22.8,0,0,
2015,Platinum,Canada,0,catalyst,7.7,4.18,450.0,58.3,3.35,28109437.56,2.6,0,0.533,71.13,47.8,0,0,0.0
2016,Platinum,Canada,0,catalyst,8.1,4.19,466.0,57.4,3.35,32785499.75,5.4,0,0.5341,68.69,47.0,0,0,0.0
2017,Platinum,Canada,0,catalyst,7.9,3.94,328.0,41.5,3.15,33665679.32,7.2,0,0.5381,73.44,38.9,0,0,0.0
2018,Platinum,Canada,0,catalyst,8.3,4.17,82.0,9.9,3.33,34502648.58,6.0,0,0.5396,71.92,54.8,1,0,0.0
2019,Platinum,Canada,0,catalyst,8.2,3.89,241.0,29.4,3.12,36018380.78,6.8,0,0.5353,68.44,40.9,0,0,0.0
2020,Platinum,Canada,0,catalyst,8.7,3.86,392.0,45.1,3.09,31367981.38,6.4,0,0.5528,73.63,56.4,1,0,0.0
2021,Platinum,Canada,0,catalyst,8.3,3.75,203.0,24.6,3.0,35099764.0,8.0,0,0.5223,68.05,36.5,0,0,0.0
2022,Platinum,Canada,0,catalyst,9.8,4.03,554.0,56.6,3.22,35665639.26,5.8,0,0.5327,67.7,48.1,0,0,0.0
2023,Platinum,Canada,0,catalyst,9.5,3.77,506.0,53.2,3.02,36757072.62,8.6,0,0.5549,76.89,45.1,0,0,0.0
2024,Platinum,Canada,0,catalyst,10.5,3.96,605.0,57.8,3.17,40748961.7,2.9,0,0.5405,72.83,41.2,0,0,0.0
2025,Platinum,Canada,0,catalyst,10.1,4.0,115.0,11.3,3.2,40898595.81,3.3,0,0.5339,68.03,46.5,0,0,0.0
2026,Platinum,Canada,0,catalyst,11.5,4.19,213.0,18.6,3.36,41604959.97,2.1,0,0.5322,70.49,46.9,0,0,
2015,Platinum,Russia,0,catalyst,20.8,11.25,388.0,18.7,9.0,28109437.56,3.0,0,0.533,71.13,48.4,1,0,0.0
2016,Platinum,Russia,0,catalyst,20.2,10.41,920.0,45.6,8.32,32785499.75,6.6,0,0.5341,68.69,47.1,0,0,0.0
2017,Platinum,Russia,0,catalyst,22.9,11.42,885.0,38.6,9.13,33665679.32,8.9,0,0.5381,73.44,56.5,1,0,0.0
2018,Platinum,Russia,0,catalyst,22.7,11.43,1107.0,48.7,9.15,34502648.58,1.9,0,0.5396,71.92,51.2,1,0,0.0
2019,Platinum,Russia,0,catalyst,21.7,10.29,432.0,19.9,8.23,36018380.78,10.4,0,0.5353,68.44,50.0,1,0,0.0
2020,Platinum,Russia,0,catalyst,24.2,10.73,1099.0,45.4,8.59,31367981.38,4.9,0,0.5528,73.63,53.2,1,0,0.0
2021,Platinum,Russia,0,catalyst,24.5,11.15,1384.0,56.4,8.92,35099764.0,5.0,0,0.5223,68.05,45.0,0,0,0.0
2022,Platinum,Russia,0,catalyst,26.4,10.87,345.0,13.1,8.69,35665639.26,5.5,0,0.5327,67.7,51.6,1,0,0.0
2023,Platinum,Russia,0,catalyst,29.2,11.58,1547.0,53.0,9.26,36757072.62,3.6,0,0.5549,76.89,50.4,1,0,0.0
2024,Platinum,Russia,0,catalyst,29.7,11.25,252.0,8.5,9.0,40748961.7,9.4,0,0.5405,72.83,53.4,1,0,0.0
2025,Platinum,Russia,0,catalyst,27.1,10.68,1207.0,44.5,8.55,40898595.81,6.0,0,0.5339,68.03,62.1,1,0,0.0
2026,Platinum,Russia,0,catalyst,31.6,11.57,848.0,26.8,9.26,41604959.97,6.7,0,0.5322,70.49,56.7,1,0,
2015,Platinum,SouthAfrica,0,catalyst,131.2,71.13,4944.0,37.7,56.91,28109437.56,1.3,0,0.533,71.13,36.1,0,0,0.0
2016,Platinum,SouthAfrica,0,catalyst,133.0,68.69,6311.0,47.4,54.95,32785499.75,5.7,0,0.5341,68.69,44.8,0,0,0.0
2017,Platinum,SouthAfrica,0,catalyst,147.5,73.44,5246.0,35.6,58.76,33665679.32,5.9,0,0.5381,73.44,41.5,0,0,0.0
2018,Platinum,SouthAfrica,0,catalyst,143.1,71.92,3760.0,26.3,57.53,34502648.58,6.9,0,0.5396,71.92,43.6,0,0,0.0
2019,Platinum,SouthAfrica,0,catalyst,144.2,68.44,7843.0,54.4,54.75,36018380.78,9.2,0,0.5353,68.44,35.6,0,0,0.0
2020,Platinum,SouthAfrica,0,catalyst,166.1,73.63,3327.0,20.0,58.9,31367981.38,6.7,0,0.5528,73.63,46.9,0,0,0.0
2021,Platinum,SouthAfrica,0,catalyst,149.8,68.05,8547.0,57.1,54.44,35099764.0,2.5,0,0.5223,68.05,39.0,0,0,0.0
2022,Platinum,SouthAfrica,0,catalyst,164.6,67.7,9866.0,59.9,54.16,35665639.26,4.8,0,0.5327,67.7,39.6,0,0,0.0
2023,Platinum,SouthAfrica,0,catalyst,193.8,76.89,8291.0,42.8,61.51,36757072.62,7.4,0,0.5549,76.89,44.5,0,0,0.0
2024,Platinum,SouthAfrica,0,catalyst,192.5,72.83,10687.0,55.5,58.26,40748961.7,4.8,0,0.5405,72.83,42.2,0,0,0.0
2025,Platinum,SouthAfrica,0,catalyst,172.8,68.03,7753.0,44.9,54.42,40898595.81,10.9,0,0.5339,68.03,37.4,0,0,0.0
2026,Platinum,SouthAfrica,0,catalyst,192.7,70.49,6206.0,32.2,56.39,41604959.97,6.4,0,0.5322,70.49,46.1,0,0,
2015,Platinum,USA,0,catalyst,8.6,4.68,92.0,10.6,3.74,28109437.56,3.4,0,0.533,71.13,47.1,0,0,0.0
2016,Platinum,USA,0,catalyst,9.9,5.14,395.0,39.8,4.11,32785499.75,7.4,0,0.5341,68.69,36.2,0,0,0.0
2017,Platinum,USA,0,catalyst,10.6,5.3,359.0,33.7,4.24,33665679.32,8.0,0,0.5381,73.44,49.1,1,0,0.0
2018,Platinum,USA,0,catalyst,9.5,4.76,383.0,40.4,3.81,34502648.58,8.4,0,0.5396,71.92,45.5,0,0,0.0
2019,Platinum,USA,0,catalyst,10.0,4.76,269.0,26.8,3.81,36018380.78,-1.1,0,0.5353,68.44,38.7,0,0,0.0
2020,Platinum,USA,0,catalyst,11.4,5.07,489.0,42.8,4.06,31367981.38,1.2,0,0.5528,73.63,49.4,1,0,0.0
2021,Platinum,USA,0,catalyst,11.2,5.1,656.0,58.4,4.08,35099764.0,9.2,0,0.5223,68.05,41.5,0,0,0.0
2022,Platinum,USA,0,catalyst,11.7,4.82,229.0,19.6,3.86,35665639.26,5.5,0,0.5327,67.7,31.0,0,0,0.0
2023,Platinum,USA,0,catalyst,12.2,4.85,575.0,47.1,3.88,36757072.62,7.8,0,0.5549,76.89,33.7,0,0,0.0
2024,Platinum,USA,0,catalyst,14.1,5.32,309.0,21.9,4.26,40748961.7,4.2,0,0.5405,72.83,49.0,1,0,0.0
2025,Platinum,USA,0,catalyst,12.2,4.82,240.0,19.6,3.85,40898595.81,7.6,0,0.5339,68.03,38.2,0,0,0.0
2026,Platinum,USA,0,catalyst,13.8,5.05,417.0,30.2,4.04,41604959.97,8.8,0,0.5322,70.49,40.3,0,0,
2015,Platinum,Zimbabwe,0,catalyst,15.6,8.45,796.0,51.1,6.76,28109437.56,3.3,0,0.533,71.13,39.3,0,0,0.0
2016,Platinum,Zimbabwe,0,catalyst,14.8,7.64,346.0,23.3,6.11,32785499.75,6.0,0,0.5341,68.69,50.6,1,0,0.0
2017,Platinum,Zimbabwe,0,catalyst,16.5,8.23,775.0,46.9,6.58,33665679.32,7.6,0,0.5381,73.44,40.1,0,0,0.0
2018,Platinum,Zimbabwe,0,catalyst,15.5,7.79,449.0,29.0,6.23,34502648.58,3.7,0,0.5396,71.92,48.5,1,0,0.0
2019,Platinum,Zimbabwe,0,catalyst,17.4,8.25,273.0,15.7,6.6,36018380.78,12.8,0,0.5353,68.44,41.5,0,0,0.0
2020,Platinum,Zimbabwe,0,catalyst,17.3,7.68,540.0,31.2,6.14,31367981.38,4.1,0,0.5528,73.63,43.5,0,0,0.0
2021,Platinum,Zimbabwe,0,catalyst,18.7,8.48,352.0,18.8,6.78,35099764.0,0.9,0,0.5223,68.05,38.5,0,0,0.0
2022,Platinum,Zimbabwe,0,catalyst,18.2,7.47,218.0,12.0,5.98,35665639.26,-0.3,0,0.5327,67.7,51.6,1,0,0.0
2023,Platinum,Zimbabwe,0,catalyst,20.7,8.19,1071.0,51.9,6.55,36757072.62,6.1,0,0.5549,76.89,48.6,1,0,0.0
2024,Platinum,Zimbabwe,0,catalyst,20.7,7.85,738.0,35.6,6.28,40748961.7,5.4,0,0.5405,72.83,38.9,0,0,0.0
2025,Platinum,Zimbabwe,0,catalyst,19.5,7.69,530.0,27.1,6.15,40898595.81,9.0,0,0.5339,68.03,39.9,0,0,0.0
2026,Platinum,Zimbabwe,0,catalyst,20.7,7.58,448.0,21.6,6.06,41604959.97,3.0,0,0.5322,70.49,33.7,0,0,
2015,Praseodymium,Australia,1,magnet,1198.5,9.12,24248.0,20.2,7.29,60000.0,12.1,0,0.5749,78.06,47.1,0,0,0.0
2016,Praseodymium,Australia,1,magnet,1276.1,9.36,12052.0,9.4,7.49,54000.0,13.1,0,0.5667,74.32,51.4,1,0,0.0
2017,Praseodymium,Australia,1,magnet,1396.1,9.01,76093.0,54.5,7.21,66000.0,10.5,0,0.5729,77.67,45.2,0,0,0.0
2018,Praseodymium,Australia,1,magnet,1529.0,9.5,31621.0,20.7,7.6,72000.0,14.4,0,0.558,75.67,44.8,0,0,0.0
2019,Praseodymium,Australia,1,magnet,1573.5,9.37,65320.0,41.5,7.5,60000.0,13.8,0,0.5548,74.96,40.7,0,0,0.0
2020,Praseodymium,Australia,1,magnet,1704.6,9.16,47876.0,28.1,7.33,66000.0,8.3,0,0.5607,74.44,41.5,0,0,1.0
2021,Praseodymium,Australia,1,magnet,2012.8,9.96,32598.0,16.2,7.97,114000.0,6.7,0,0.5445,74.55,44.7,0,1,0.0
2022,Praseodymium,Australia,1,magnet,2010.0,10.05,39541.0,19.7,8.04,126000.0,16.0,0,0.5131,66.89,50.2,1,0,0.0
2023,Praseodymium,Australia,1,magnet,2415.6,10.37,140100.0,58.0,8.3,84000.0,10.3,0,0.525,71.09,39.3,0,0,0.0
2024,Praseodymium,Australia,1,magnet,2469.2,10.4,73551.0,29.8,8.32,72000.0,12.1,0,0.5222,71.73,40.1,0,0,0.0
2025,Praseodymium,Australia,1,magnet,2791.4,10.9,33917.0,12.2,8.72,96000.0,13.5,0,0.5015,66.71,42.3,0,0,0.0
2026,Praseodymium,Australia,1,magnet,2852.8,9.96,101186.0,35.5,7.97,108000.0,18.3,0,0.5199,69.01,46.7,0,0,
2015,Praseodymium,China,1,magnet,10262.3,78.06,603901.0,58.8,100.0,60000.0,15.3,0,0.5749,78.06,52.5,1,0,0.0
2016,Praseodymium,China,1,magnet,10134.1,74.32,99494.0,9.8,100.0,54000.0,10.5,0,0.5667,74.32,61.6,1,0,0.0
2017,Praseodymium,China,1,magnet,12034.7,77.67,171942.0,14.3,100.0,66000.0,12.0,0,0.5729,77.67,68.0,1,0,0.0
2018,Praseodymium,China,1,magnet,12179.5,75.67,141792.0,11.6,100.0,72000.0,11.0,0,0.558,75.67,62.3,1,0,0.0
2019,Praseodymium,China,1,magnet,12583.6,74.96,637555.0,50.7,100.0,60000.0,9.0,0,0.5548,74.96,57.7,1,0,0.0
2020,Praseodymium,China,1,magnet,13847.9,74.44,234178.0,16.9,100.0,66000.0,15.7,0,0.5607,74.44,54.6,1,0,1.0
2021,Praseodymium,China,1,magnet,15069.8,74.55,728389.0,48.3,100.0,114000.0,11.4,0,0.5445,74.55,58.4,1,1,0.0
2022,Praseodymium,China,1,magnet,13377.1,66.89,684942.0,51.2,100.0,126000.0,6.5,0,0.5131,66.89,50.6,1,0,0.0
2023,Praseodymium,China,1,magnet,16555.8,71.09,978111.0,59.1,100.0,84000.0,12.5,0,0.525,71.09,51.2,1,0,0.0
2024,Praseodymium,China,1,magnet,17033.6,71.73,396752.0,23.3,100.0,72000.0,10.2,0,0.5222,71.73,47.4,0,0,0.0
2025,Praseodymium,China,1,magnet,17076.1,66.71,950040.0,55.6,100.0,96000.0,7.0,0,0.5015,66.71,44.8,0,0,0.0
2026,Praseodymium,China,1,magnet,19762.1,69.01,563629.0,28.5,100.0,108000.0,15.7,0,0.5199,69.01,52.8,1,0,
2015,Praseodymium,Myanmar,1,magnet,685.5,5.21,22099.0,32.2,4.17,60000.0,10.1,0,0.5749,78.06,55.5,1,0,0.0
2016,Praseodymium,Myanmar,1,magnet,662.7,4.86,23579.0,35.6,3.89,54000.0,8.9,0,0.5667,74.32,57.2,1,0,0.0
2017,Praseodymium,Myanmar,1,magnet,836.3,5.4,49122.0,58.7,4.32,66000.0,8.8,0,0.5729,77.67,57.0,1,0,0.0
2018,Praseodymium,Myanmar,1,magnet,840.4,5.22,20764.0,24.7,4.18,72000.0,13.4,0,0.558,75.67,54.6,1,0,0.0
2019,Praseodymium,Myanmar,1,magnet,822.3,4.9,45620.0,55.5,3.92,60000.0,7.6,0,0.5548,74.96,53.2,1,0,0.0
